T05,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
703,Slovakia,2016,"Seats held by women in national parliament, as of February (%)",2016-03,,18.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
703,Slovakia,2017,"Seats held by women in national parliament, as of February (%)",2016-03,,20.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
703,Slovakia,2018,"Seats held by women in national parliament, as of February (%)",2016-03,,20.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
703,Slovakia,2019,"Seats held by women in national parliament, as of February (%)",2016-03,,20.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
705,Slovenia,2000,"Seats held by women in national parliament, as of February (%)",2018-06,,7.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
705,Slovenia,2005,"Seats held by women in national parliament, as of February (%)",2018-06,,12.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
705,Slovenia,2010,"Seats held by women in national parliament, as of February (%)",2018-06,,14.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
705,Slovenia,2015,"Seats held by women in national parliament, as of February (%)",2018-06,,36.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
705,Slovenia,2016,"Seats held by women in national parliament, as of February (%)",2018-06,,36.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
705,Slovenia,2017,"Seats held by women in national parliament, as of February (%)",2018-06,,36.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
705,Slovenia,2018,"Seats held by women in national parliament, as of February (%)",2018-06,,36.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
705,Slovenia,2019,"Seats held by women in national parliament, as of February (%)",2018-06,,24.4400,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
90,Solomon Islands,1990,"Seats held by women in national parliament, as of February (%)",2014-11,,0.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
90,Solomon Islands,2000,"Seats held by women in national parliament, as of February (%)",2014-11,,2.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
90,Solomon Islands,2005,"Seats held by women in national parliament, as of February (%)",2014-11,,0.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
90,Solomon Islands,2010,"Seats held by women in national parliament, as of February (%)",2014-11,,0.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
90,Solomon Islands,2015,"Seats held by women in national parliament, as of February (%)",2014-11,,2.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
90,Solomon Islands,2016,"Seats held by women in national parliament, as of February (%)",2014-11,,2.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
90,Solomon Islands,2017,"Seats held by women in national parliament, as of February (%)",2014-11,,2.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
90,Solomon Islands,2018,"Seats held by women in national parliament, as of February (%)",2014-11,,2.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
90,Solomon Islands,2019,"Seats held by women in national parliament, as of February (%)",2014-11,,2.0400,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
706,Somalia,1990,"Seats held by women in national parliament, as of February (%)",2016-10,,4.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
706,Somalia,2010,"Seats held by women in national parliament, as of February (%)",2016-10,,6.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
706,Somalia,2015,"Seats held by women in national parliament, as of February (%)",2016-10,,13.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
706,Somalia,2016,"Seats held by women in national parliament, as of February (%)",2016-10,,13.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
706,Somalia,2017,"Seats held by women in national parliament, as of February (%)",2016-10,,24.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
706,Somalia,2018,"Seats held by women in national parliament, as of February (%)",2016-10,,24.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
706,Somalia,2019,"Seats held by women in national parliament, as of February (%)",2016-10,,24.3600,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
710,South Africa,1990,"Seats held by women in national parliament, as of February (%)",2014-05,,2.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
710,South Africa,2000,"Seats held by women in national parliament, as of February (%)",2014-05,,30.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
710,South Africa,2005,"Seats held by women in national parliament, as of February (%)",2014-05,,32.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
710,South Africa,2010,"Seats held by women in national parliament, as of February (%)",2014-05,,44.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
710,South Africa,2015,"Seats held by women in national parliament, as of February (%)",2014-05,,41.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
710,South Africa,2016,"Seats held by women in national parliament, as of February (%)",2014-05,,42.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
710,South Africa,2017,"Seats held by women in national parliament, as of February (%)",2014-05,,42.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
710,South Africa,2018,"Seats held by women in national parliament, as of February (%)",2014-05,,42.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
710,South Africa,2019,"Seats held by women in national parliament, as of February (%)",2014-05,,42.7500,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
728,South Sudan,2015,"Seats held by women in national parliament, as of February (%)",2016-08,,26.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
728,South Sudan,2016,"Seats held by women in national parliament, as of February (%)",2016-08,,26.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
728,South Sudan,2017,"Seats held by women in national parliament, as of February (%)",2016-08,,28.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
728,South Sudan,2018,"Seats held by women in national parliament, as of February (%)",2016-08,,28.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
728,South Sudan,2019,"Seats held by women in national parliament, as of February (%)",2016-08,,28.4600,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
724,Spain,1990,"Seats held by women in national parliament, as of February (%)",2016-06,,14.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
724,Spain,2000,"Seats held by women in national parliament, as of February (%)",2016-06,,21.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
724,Spain,2005,"Seats held by women in national parliament, as of February (%)",2016-06,,36.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
724,Spain,2010,"Seats held by women in national parliament, as of February (%)",2016-06,,36.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
724,Spain,2015,"Seats held by women in national parliament, as of February (%)",2016-06,,41.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
724,Spain,2016,"Seats held by women in national parliament, as of February (%)",2016-06,,40.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
724,Spain,2017,"Seats held by women in national parliament, as of February (%)",2016-06,,39.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
724,Spain,2018,"Seats held by women in national parliament, as of February (%)",2016-06,,39.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
724,Spain,2019,"Seats held by women in national parliament, as of February (%)",2016-06,,41.1400,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
144,Sri Lanka,1990,"Seats held by women in national parliament, as of February (%)",2015-08,,4.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
144,Sri Lanka,2000,"Seats held by women in national parliament, as of February (%)",2015-08,,4.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
144,Sri Lanka,2005,"Seats held by women in national parliament, as of February (%)",2015-08,,4.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
144,Sri Lanka,2010,"Seats held by women in national parliament, as of February (%)",2015-08,,5.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
144,Sri Lanka,2015,"Seats held by women in national parliament, as of February (%)",2015-08,,5.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
144,Sri Lanka,2016,"Seats held by women in national parliament, as of February (%)",2015-08,,5.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
144,Sri Lanka,2017,"Seats held by women in national parliament, as of February (%)",2015-08,,5.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
144,Sri Lanka,2018,"Seats held by women in national parliament, as of February (%)",2015-08,,5.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
144,Sri Lanka,2019,"Seats held by women in national parliament, as of February (%)",2015-08,,5.3300,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
729,Sudan,2015,"Seats held by women in national parliament, as of February (%)",2015-04,,24.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
729,Sudan,2016,"Seats held by women in national parliament, as of February (%)",2015-04,,30.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
729,Sudan,2017,"Seats held by women in national parliament, as of February (%)",2015-04,,30.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
729,Sudan,2018,"Seats held by women in national parliament, as of February (%)",2015-04,,30.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
729,Sudan,2019,"Seats held by women in national parliament, as of February (%)",2015-04,,27.6500,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
736,Sudan [former],2005,"Seats held by women in national parliament, as of February (%)",,,9.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
736,Sudan [former],2010,"Seats held by women in national parliament, as of February (%)",,,18.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
740,Suriname,1990,"Seats held by women in national parliament, as of February (%)",2015-05,,7.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
740,Suriname,2000,"Seats held by women in national parliament, as of February (%)",2015-05,,15.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
740,Suriname,2005,"Seats held by women in national parliament, as of February (%)",2015-05,,19.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
740,Suriname,2010,"Seats held by women in national parliament, as of February (%)",2015-05,,25.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
740,Suriname,2015,"Seats held by women in national parliament, as of February (%)",2015-05,,11.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
740,Suriname,2016,"Seats held by women in national parliament, as of February (%)",2015-05,,25.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
740,Suriname,2017,"Seats held by women in national parliament, as of February (%)",2015-05,,25.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
740,Suriname,2018,"Seats held by women in national parliament, as of February (%)",2015-05,,25.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
740,Suriname,2019,"Seats held by women in national parliament, as of February (%)",2015-05,,29.4100,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
752,Sweden,1990,"Seats held by women in national parliament, as of February (%)",2018-09,,38.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
752,Sweden,2000,"Seats held by women in national parliament, as of February (%)",2018-09,,42.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
752,Sweden,2005,"Seats held by women in national parliament, as of February (%)",2018-09,,45.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
752,Sweden,2010,"Seats held by women in national parliament, as of February (%)",2018-09,,46.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
752,Sweden,2015,"Seats held by women in national parliament, as of February (%)",2018-09,,43.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
752,Sweden,2016,"Seats held by women in national parliament, as of February (%)",2018-09,,43.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
752,Sweden,2017,"Seats held by women in national parliament, as of February (%)",2018-09,,43.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
752,Sweden,2018,"Seats held by women in national parliament, as of February (%)",2018-09,,43.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
752,Sweden,2019,"Seats held by women in national parliament, as of February (%)",2018-09,,47.2800,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
756,Switzerland,1990,"Seats held by women in national parliament, as of February (%)",2015-10,,14.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
756,Switzerland,2000,"Seats held by women in national parliament, as of February (%)",2015-10,,22.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
756,Switzerland,2005,"Seats held by women in national parliament, as of February (%)",2015-10,,25.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
756,Switzerland,2010,"Seats held by women in national parliament, as of February (%)",2015-10,,29.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
756,Switzerland,2015,"Seats held by women in national parliament, as of February (%)",2015-10,,30.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
756,Switzerland,2016,"Seats held by women in national parliament, as of February (%)",2015-10,,32.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
756,Switzerland,2017,"Seats held by women in national parliament, as of February (%)",2015-10,,32.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
756,Switzerland,2018,"Seats held by women in national parliament, as of February (%)",2015-10,,32.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
756,Switzerland,2019,"Seats held by women in national parliament, as of February (%)",2015-10,,32.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
760,Syrian Arab Republic,1990,"Seats held by women in national parliament, as of February (%)",2016-04,,9.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
760,Syrian Arab Republic,2000,"Seats held by women in national parliament, as of February (%)",2016-04,,10.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
760,Syrian Arab Republic,2005,"Seats held by women in national parliament, as of February (%)",2016-04,,12.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
760,Syrian Arab Republic,2010,"Seats held by women in national parliament, as of February (%)",2016-04,,12.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
760,Syrian Arab Republic,2015,"Seats held by women in national parliament, as of February (%)",2016-04,,12.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
760,Syrian Arab Republic,2016,"Seats held by women in national parliament, as of February (%)",2016-04,,12.4000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
760,Syrian Arab Republic,2017,"Seats held by women in national parliament, as of February (%)",2016-04,,13.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
760,Syrian Arab Republic,2018,"Seats held by women in national parliament, as of February (%)",2016-04,,13.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
760,Syrian Arab Republic,2019,"Seats held by women in national parliament, as of February (%)",2016-04,,13.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
762,Tajikistan,2000,"Seats held by women in national parliament, as of February (%)",2015-03,,2.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
762,Tajikistan,2005,"Seats held by women in national parliament, as of February (%)",2015-03,,12.7000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
762,Tajikistan,2010,"Seats held by women in national parliament, as of February (%)",2015-03,,17.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
762,Tajikistan,2015,"Seats held by women in national parliament, as of February (%)",2015-03,,16.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
762,Tajikistan,2016,"Seats held by women in national parliament, as of February (%)",2015-03,,19.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
762,Tajikistan,2017,"Seats held by women in national parliament, as of February (%)",2015-03,,19.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
762,Tajikistan,2018,"Seats held by women in national parliament, as of February (%)",2015-03,,19.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
762,Tajikistan,2019,"Seats held by women in national parliament, as of February (%)",2015-03,,19.0500,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
764,Thailand,1990,"Seats held by women in national parliament, as of February (%)",2014-08,,2.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
764,Thailand,2000,"Seats held by women in national parliament, as of February (%)",2014-08,,5.6000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
764,Thailand,2005,"Seats held by women in national parliament, as of February (%)",2014-08,,8.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
764,Thailand,2010,"Seats held by women in national parliament, as of February (%)",2014-08,,13.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
764,Thailand,2015,"Seats held by women in national parliament, as of February (%)",2014-08,,6.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
764,Thailand,2016,"Seats held by women in national parliament, as of February (%)",2014-08,,6.1000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
764,Thailand,2017,"Seats held by women in national parliament, as of February (%)",2014-08,,4.9000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
764,Thailand,2018,"Seats held by women in national parliament, as of February (%)",2014-08,,4.8000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
764,Thailand,2019,"Seats held by women in national parliament, as of February (%)",2014-08,,5.4200,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
626,Timor-Leste,2005,"Seats held by women in national parliament, as of February (%)",2018-05,,25.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
626,Timor-Leste,2010,"Seats held by women in national parliament, as of February (%)",2018-05,,29.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
626,Timor-Leste,2015,"Seats held by women in national parliament, as of February (%)",2018-05,,38.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
626,Timor-Leste,2016,"Seats held by women in national parliament, as of February (%)",2018-05,,38.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
626,Timor-Leste,2017,"Seats held by women in national parliament, as of February (%)",2018-05,,38.5000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
626,Timor-Leste,2018,"Seats held by women in national parliament, as of February (%)",2018-05,,32.3000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
626,Timor-Leste,2019,"Seats held by women in national parliament, as of February (%)",2018-05,,40.0000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
768,Togo,1990,"Seats held by women in national parliament, as of February (%)",2018-12,,5.2000,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
