Entity,Code,Year,Number of significant earthquakes (significant earthquakes)
Tunisia,TUN,1705,0
Tunisia,TUN,1706,0
Tunisia,TUN,1707,0
Tunisia,TUN,1708,0
Tunisia,TUN,1709,0
Tunisia,TUN,1710,0
Tunisia,TUN,1711,0
Tunisia,TUN,1713,0
Tunisia,TUN,1714,0
Tunisia,TUN,1715,0
Tunisia,TUN,1716,0
Tunisia,TUN,1717,0
Tunisia,TUN,1718,0
Tunisia,TUN,1719,0
Tunisia,TUN,1720,0
Tunisia,TUN,1721,0
Tunisia,TUN,1722,0
Tunisia,TUN,1723,0
Tunisia,TUN,1725,0
Tunisia,TUN,1726,0
Tunisia,TUN,1727,0
Tunisia,TUN,1728,0
Tunisia,TUN,1729,0
Tunisia,TUN,1730,0
Tunisia,TUN,1731,0
Tunisia,TUN,1732,0
Tunisia,TUN,1733,0
Tunisia,TUN,1734,0
Tunisia,TUN,1735,0
Tunisia,TUN,1736,0
Tunisia,TUN,1737,0
Tunisia,TUN,1738,0
Tunisia,TUN,1739,0
Tunisia,TUN,1740,0
Tunisia,TUN,1741,0
Tunisia,TUN,1742,0
Tunisia,TUN,1743,0
Tunisia,TUN,1744,0
Tunisia,TUN,1746,0
Tunisia,TUN,1747,0
Tunisia,TUN,1748,0
Tunisia,TUN,1749,0
Tunisia,TUN,1750,0
Tunisia,TUN,1751,0
Tunisia,TUN,1752,0
Tunisia,TUN,1754,0
Tunisia,TUN,1755,0
Tunisia,TUN,1756,0
Tunisia,TUN,1757,0
Tunisia,TUN,1758,1
Tunisia,TUN,1759,0
Tunisia,TUN,1760,0
Tunisia,TUN,1761,0
Tunisia,TUN,1762,0
Tunisia,TUN,1763,0
Tunisia,TUN,1764,0
Tunisia,TUN,1765,0
Tunisia,TUN,1766,0
Tunisia,TUN,1767,0
Tunisia,TUN,1768,0
Tunisia,TUN,1769,0
Tunisia,TUN,1770,0
Tunisia,TUN,1771,0
Tunisia,TUN,1772,0
Tunisia,TUN,1773,0
Tunisia,TUN,1774,0
Tunisia,TUN,1775,0
Tunisia,TUN,1776,0
Tunisia,TUN,1777,0
Tunisia,TUN,1778,0
Tunisia,TUN,1779,0
Tunisia,TUN,1780,0
Tunisia,TUN,1781,0
Tunisia,TUN,1782,0
Tunisia,TUN,1783,0
Tunisia,TUN,1784,0
Tunisia,TUN,1785,0
Tunisia,TUN,1786,0
Tunisia,TUN,1787,0
Tunisia,TUN,1788,0
Tunisia,TUN,1789,0
Tunisia,TUN,1790,0
Tunisia,TUN,1791,0
Tunisia,TUN,1792,0
Tunisia,TUN,1793,0
Tunisia,TUN,1794,0
Tunisia,TUN,1795,0
Tunisia,TUN,1796,0
Tunisia,TUN,1797,0
Tunisia,TUN,1798,0
Tunisia,TUN,1799,0
Tunisia,TUN,1800,0
Tunisia,TUN,1801,0
Tunisia,TUN,1802,0
Tunisia,TUN,1803,0
Tunisia,TUN,1804,0
Tunisia,TUN,1805,0
Tunisia,TUN,1806,0
Tunisia,TUN,1808,0
Tunisia,TUN,1809,0
Tunisia,TUN,1810,0
Tunisia,TUN,1811,0
Tunisia,TUN,1812,0
Tunisia,TUN,1813,0
Tunisia,TUN,1814,0
Tunisia,TUN,1815,0
Tunisia,TUN,1816,0
Tunisia,TUN,1817,0
Tunisia,TUN,1818,0
Tunisia,TUN,1819,0
Tunisia,TUN,1820,0
Tunisia,TUN,1821,0
Tunisia,TUN,1822,0
Tunisia,TUN,1823,0
Tunisia,TUN,1824,0
Tunisia,TUN,1825,0
Tunisia,TUN,1826,0
Tunisia,TUN,1827,0
Tunisia,TUN,1828,0
Tunisia,TUN,1829,0
Tunisia,TUN,1830,0
Tunisia,TUN,1831,0
Tunisia,TUN,1832,0
Tunisia,TUN,1833,0
Tunisia,TUN,1834,0
Tunisia,TUN,1835,0
Tunisia,TUN,1836,0
Tunisia,TUN,1837,0
Tunisia,TUN,1838,0
Tunisia,TUN,1839,0
Tunisia,TUN,1840,0
Tunisia,TUN,1841,0
Tunisia,TUN,1842,0
Tunisia,TUN,1843,0
Tunisia,TUN,1844,0
Tunisia,TUN,1845,0
Tunisia,TUN,1846,0
Tunisia,TUN,1847,0
Tunisia,TUN,1848,0
Tunisia,TUN,1849,0
Tunisia,TUN,1850,0
Tunisia,TUN,1851,0
Tunisia,TUN,1852,0
Tunisia,TUN,1853,0
Tunisia,TUN,1854,0
Tunisia,TUN,1855,0
Tunisia,TUN,1856,0
Tunisia,TUN,1857,0
Tunisia,TUN,1858,0
Tunisia,TUN,1859,0
Tunisia,TUN,1860,0
Tunisia,TUN,1861,0
Tunisia,TUN,1862,0
Tunisia,TUN,1863,0
Tunisia,TUN,1864,0
Tunisia,TUN,1865,0
Tunisia,TUN,1866,0
Tunisia,TUN,1867,0
Tunisia,TUN,1868,0
Tunisia,TUN,1869,0
Tunisia,TUN,1870,0
Tunisia,TUN,1871,0
Tunisia,TUN,1872,0
Tunisia,TUN,1873,0
Tunisia,TUN,1874,0
Tunisia,TUN,1875,0
Tunisia,TUN,1876,0
Tunisia,TUN,1877,0
Tunisia,TUN,1878,0
Tunisia,TUN,1879,0
Tunisia,TUN,1880,0
Tunisia,TUN,1881,0
Tunisia,TUN,1882,0
Tunisia,TUN,1883,0
Tunisia,TUN,1884,0
Tunisia,TUN,1885,0
Tunisia,TUN,1886,0
Tunisia,TUN,1887,0
Tunisia,TUN,1888,0
Tunisia,TUN,1889,0
Tunisia,TUN,1890,0
Tunisia,TUN,1891,0
Tunisia,TUN,1892,0
Tunisia,TUN,1893,0
Tunisia,TUN,1894,0
Tunisia,TUN,1895,0
Tunisia,TUN,1896,0
Tunisia,TUN,1897,0
Tunisia,TUN,1898,0
Tunisia,TUN,1899,0
Tunisia,TUN,1900,0
Tunisia,TUN,1901,0
Tunisia,TUN,1902,0
Tunisia,TUN,1903,0
Tunisia,TUN,1904,0
Tunisia,TUN,1905,1
Tunisia,TUN,1906,0
Tunisia,TUN,1907,0
Tunisia,TUN,1908,0
Tunisia,TUN,1909,0
Tunisia,TUN,1910,0
Tunisia,TUN,1911,0
Tunisia,TUN,1912,0
Tunisia,TUN,1913,0
Tunisia,TUN,1914,0
Tunisia,TUN,1915,0
Tunisia,TUN,1916,0
Tunisia,TUN,1917,0
Tunisia,TUN,1918,0
Tunisia,TUN,1919,0
Tunisia,TUN,1920,0
Tunisia,TUN,1921,0
Tunisia,TUN,1922,0
Tunisia,TUN,1923,0
Tunisia,TUN,1924,0
Tunisia,TUN,1925,0
Tunisia,TUN,1926,0
Tunisia,TUN,1927,0
Tunisia,TUN,1928,0
Tunisia,TUN,1929,0
Tunisia,TUN,1930,0
Tunisia,TUN,1931,0
Tunisia,TUN,1932,0
Tunisia,TUN,1933,0
Tunisia,TUN,1934,0
Tunisia,TUN,1935,0
Tunisia,TUN,1936,0
Tunisia,TUN,1937,0
Tunisia,TUN,1938,0
Tunisia,TUN,1939,0
Tunisia,TUN,1940,0
Tunisia,TUN,1941,1
Tunisia,TUN,1942,0
Tunisia,TUN,1943,0
Tunisia,TUN,1944,0
Tunisia,TUN,1945,0
Tunisia,TUN,1946,0
Tunisia,TUN,1947,0
Tunisia,TUN,1948,0
Tunisia,TUN,1949,0
Tunisia,TUN,1950,0
Tunisia,TUN,1951,0
Tunisia,TUN,1952,0
Tunisia,TUN,1953,0
Tunisia,TUN,1954,0
Tunisia,TUN,1955,0
Tunisia,TUN,1956,0
Tunisia,TUN,1957,1
Tunisia,TUN,1958,0
Tunisia,TUN,1959,0
Tunisia,TUN,1960,0
Tunisia,TUN,1961,0
Tunisia,TUN,1962,1
Tunisia,TUN,1963,0
Tunisia,TUN,1964,0
Tunisia,TUN,1965,0
Tunisia,TUN,1966,0
Tunisia,TUN,1967,0
Tunisia,TUN,1968,0
Tunisia,TUN,1969,0
Tunisia,TUN,1970,0
Tunisia,TUN,1971,0
Tunisia,TUN,1972,0
Tunisia,TUN,1973,0
Tunisia,TUN,1974,0
Tunisia,TUN,1975,0
Tunisia,TUN,1976,0
Tunisia,TUN,1977,0
Tunisia,TUN,1978,0
Tunisia,TUN,1979,0
Tunisia,TUN,1980,0
Tunisia,TUN,1981,0
Tunisia,TUN,1982,0
Tunisia,TUN,1983,0
Tunisia,TUN,1984,0
Tunisia,TUN,1985,0
Tunisia,TUN,1986,0
Tunisia,TUN,1987,0
Tunisia,TUN,1988,0
Tunisia,TUN,1989,0
Tunisia,TUN,1990,0
Tunisia,TUN,1991,0
Tunisia,TUN,1992,0
Tunisia,TUN,1993,0
Tunisia,TUN,1994,0
Tunisia,TUN,1995,0
Tunisia,TUN,1996,0
Tunisia,TUN,1997,0
Tunisia,TUN,1998,0
Tunisia,TUN,1999,0
Tunisia,TUN,2000,0
Tunisia,TUN,2001,0
Tunisia,TUN,2002,0
Tunisia,TUN,2003,0
Tunisia,TUN,2004,0
Tunisia,TUN,2005,0
Tunisia,TUN,2006,0
Tunisia,TUN,2007,0
Tunisia,TUN,2008,0
Tunisia,TUN,2009,0
Tunisia,TUN,2010,0
Tunisia,TUN,2011,0
Tunisia,TUN,2012,0
Tunisia,TUN,2013,0
Tunisia,TUN,2014,0
Tunisia,TUN,2015,0
Tunisia,TUN,2016,0
Tunisia,TUN,2017,0
Turkey,TUR,-2150,0
Turkey,TUR,-2000,0
Turkey,TUR,-1610,0
Turkey,TUR,-1566,0
Turkey,TUR,-1450,0
Turkey,TUR,-1365,0
Turkey,TUR,-1250,0
Turkey,TUR,-1050,0
Turkey,TUR,-759,0
Turkey,TUR,-590,0
Turkey,TUR,-550,0
Turkey,TUR,-525,0
Turkey,TUR,-480,0
Turkey,TUR,-479,0
Turkey,TUR,-432,0
Turkey,TUR,-426,0
Turkey,TUR,-400,0
Turkey,TUR,-373,0
Turkey,TUR,-364,0
Turkey,TUR,-330,0
Turkey,TUR,-326,0
Turkey,TUR,-282,1
Turkey,TUR,-250,0
Turkey,TUR,-227,0
Turkey,TUR,-223,0
Turkey,TUR,-221,0
Turkey,TUR,-218,0
Turkey,TUR,-217,0
Turkey,TUR,-210,0
Turkey,TUR,-198,0
Turkey,TUR,-193,0
Turkey,TUR,-186,0
Turkey,TUR,-177,0
Turkey,TUR,-70,0
Turkey,TUR,-63,0
Turkey,TUR,-60,0
Turkey,TUR,-58,0
Turkey,TUR,-50,0
Turkey,TUR,-47,0
Turkey,TUR,-33,0
Turkey,TUR,-31,0
Turkey,TUR,-27,0
Turkey,TUR,-26,0
Turkey,TUR,-15,0
Turkey,TUR,10,0
Turkey,TUR,11,1
Turkey,TUR,17,1
Turkey,TUR,23,0
Turkey,TUR,25,0
Turkey,TUR,27,0
Turkey,TUR,29,1
Turkey,TUR,33,0
Turkey,TUR,37,1
Turkey,TUR,46,0
Turkey,TUR,50,0
Turkey,TUR,52,1
Turkey,TUR,55,0
Turkey,TUR,57,0
Turkey,TUR,60,1
Turkey,TUR,62,0
Turkey,TUR,63,0
Turkey,TUR,76,0
Turkey,TUR,79,0
Turkey,TUR,89,0
Turkey,TUR,93,1
Turkey,TUR,100,0
Turkey,TUR,105,1
Turkey,TUR,109,1
Turkey,TUR,115,1
Turkey,TUR,120,1
Turkey,TUR,123,0
Turkey,TUR,128,0
Turkey,TUR,138,0
Turkey,TUR,142,0
Turkey,TUR,143,0
Turkey,TUR,155,0
Turkey,TUR,170,0
Turkey,TUR,173,0
Turkey,TUR,177,1
Turkey,TUR,180,0
Turkey,TUR,243,0
Turkey,TUR,251,0
Turkey,TUR,253,1
Turkey,TUR,258,0
Turkey,TUR,262,1
Turkey,TUR,294,0
Turkey,TUR,304,0
Turkey,TUR,306,0
Turkey,TUR,315,0
Turkey,TUR,319,0
Turkey,TUR,324,0
Turkey,TUR,334,0
Turkey,TUR,340,1
Turkey,TUR,341,1
Turkey,TUR,342,1
Turkey,TUR,344,1
Turkey,TUR,346,0
Turkey,TUR,348,0
Turkey,TUR,350,1
Turkey,TUR,355,1
Turkey,TUR,358,1
Turkey,TUR,361,0
Turkey,TUR,362,1
Turkey,TUR,365,0
Turkey,TUR,367,1
Turkey,TUR,368,2
Turkey,TUR,369,0
Turkey,TUR,382,0
Turkey,TUR,394,1
Turkey,TUR,396,1
Turkey,TUR,407,1
Turkey,TUR,412,0
Turkey,TUR,419,0
Turkey,TUR,425,0
Turkey,TUR,427,0
Turkey,TUR,438,0
Turkey,TUR,440,1
Turkey,TUR,447,1
Turkey,TUR,448,0
Turkey,TUR,450,1
Turkey,TUR,457,1
Turkey,TUR,458,1
Turkey,TUR,460,0
Turkey,TUR,470,0
Turkey,TUR,477,1
Turkey,TUR,478,1
Turkey,TUR,494,0
Turkey,TUR,499,0
Turkey,TUR,500,0
Turkey,TUR,501,0
Turkey,TUR,510,0
Turkey,TUR,512,0
Turkey,TUR,518,0
Turkey,TUR,521,0
Turkey,TUR,522,0
Turkey,TUR,525,1
Turkey,TUR,527,0
Turkey,TUR,528,1
Turkey,TUR,533,0
Turkey,TUR,543,1
Turkey,TUR,551,0
Turkey,TUR,552,0
Turkey,TUR,553,0
Turkey,TUR,554,1
Turkey,TUR,555,1
Turkey,TUR,557,3
Turkey,TUR,558,1
Turkey,TUR,565,1
Turkey,TUR,567,0
Turkey,TUR,579,1
Turkey,TUR,581,1
Turkey,TUR,587,1
Turkey,TUR,600,0
Turkey,TUR,614,0
Turkey,TUR,634,0
Turkey,TUR,649,0
Turkey,TUR,662,0
Turkey,TUR,664,0
Turkey,TUR,678,0
Turkey,TUR,684,0
Turkey,TUR,688,1
Turkey,TUR,701,0
Turkey,TUR,704,0
Turkey,TUR,713,1
Turkey,TUR,715,1
Turkey,TUR,716,1
Turkey,TUR,734,0
Turkey,TUR,735,0
Turkey,TUR,740,1
Turkey,TUR,742,0
Turkey,TUR,743,0
Turkey,TUR,744,0
Turkey,TUR,745,0
Turkey,TUR,746,0
Turkey,TUR,748,0
Turkey,TUR,749,0
Turkey,TUR,758,0
Turkey,TUR,763,0
Turkey,TUR,766,0
Turkey,TUR,777,0
Turkey,TUR,778,0
Turkey,TUR,780,0
Turkey,TUR,788,0
Turkey,TUR,793,0
Turkey,TUR,796,0
Turkey,TUR,801,0
Turkey,TUR,802,0
Turkey,TUR,803,1
Turkey,TUR,811,0
Turkey,TUR,814,0
Turkey,TUR,818,0
Turkey,TUR,820,0
Turkey,TUR,835,1
Turkey,TUR,838,0
Turkey,TUR,842,0
Turkey,TUR,844,0
Turkey,TUR,845,0
Turkey,TUR,846,1
Turkey,TUR,847,0
Turkey,TUR,850,0
Turkey,TUR,851,0
Turkey,TUR,853,0
Turkey,TUR,854,0
Turkey,TUR,855,0
Turkey,TUR,856,0
Turkey,TUR,857,0
Turkey,TUR,858,1
Turkey,TUR,859,1
Turkey,TUR,860,0
Turkey,TUR,863,1
Turkey,TUR,864,0
Turkey,TUR,867,1
Turkey,TUR,869,0
Turkey,TUR,871,0
Turkey,TUR,876,0
Turkey,TUR,881,0
Turkey,TUR,885,0
Turkey,TUR,887,0
Turkey,TUR,891,0
Turkey,TUR,893,0
Turkey,TUR,894,0
Turkey,TUR,896,0
Turkey,TUR,898,0
Turkey,TUR,910,0
Turkey,TUR,912,0
Turkey,TUR,922,0
Turkey,TUR,942,0
Turkey,TUR,943,0
Turkey,TUR,951,0
Turkey,TUR,953,0
Turkey,TUR,956,0
Turkey,TUR,957,0
Turkey,TUR,958,0
Turkey,TUR,963,0
Turkey,TUR,972,1
Turkey,TUR,977,0
Turkey,TUR,978,0
Turkey,TUR,985,0
Turkey,TUR,986,0
Turkey,TUR,990,0
Turkey,TUR,991,0
Turkey,TUR,999,0
Turkey,TUR,1000,0
Turkey,TUR,1001,0
Turkey,TUR,1003,1
Turkey,TUR,1007,0
Turkey,TUR,1008,0
Turkey,TUR,1010,1
Turkey,TUR,1013,0
Turkey,TUR,1021,0
Turkey,TUR,1022,0
Turkey,TUR,1026,0
Turkey,TUR,1033,0
Turkey,TUR,1036,0
Turkey,TUR,1037,0
Turkey,TUR,1038,0
Turkey,TUR,1039,1
Turkey,TUR,1040,0
Turkey,TUR,1042,0
Turkey,TUR,1045,1
Turkey,TUR,1046,1
Turkey,TUR,1048,0
Turkey,TUR,1052,0
Turkey,TUR,1057,0
Turkey,TUR,1058,0
Turkey,TUR,1063,1
Turkey,TUR,1064,1
Turkey,TUR,1065,0
Turkey,TUR,1066,0
Turkey,TUR,1067,0
Turkey,TUR,1068,0
Turkey,TUR,1070,0
Turkey,TUR,1072,0
Turkey,TUR,1076,0
Turkey,TUR,1082,1
Turkey,TUR,1085,1
Turkey,TUR,1086,0
Turkey,TUR,1088,0
Turkey,TUR,1089,0
Turkey,TUR,1091,1
Turkey,TUR,1096,0
Turkey,TUR,1099,0
Turkey,TUR,1101,0
Turkey,TUR,1102,0
Turkey,TUR,1106,1
Turkey,TUR,1109,1
Turkey,TUR,1111,1
Turkey,TUR,1114,2
Turkey,TUR,1115,2
Turkey,TUR,1117,0
Turkey,TUR,1118,0
Turkey,TUR,1119,0
Turkey,TUR,1125,0
Turkey,TUR,1130,0
Turkey,TUR,1137,0
Turkey,TUR,1139,0
Turkey,TUR,1143,0
Turkey,TUR,1149,0
Turkey,TUR,1151,0
Turkey,TUR,1153,0
Turkey,TUR,1155,0
Turkey,TUR,1156,0
Turkey,TUR,1157,0
Turkey,TUR,1158,0
Turkey,TUR,1160,0
Turkey,TUR,1164,0
Turkey,TUR,1169,0
Turkey,TUR,1171,0
Turkey,TUR,1172,0
Turkey,TUR,1175,0
Turkey,TUR,1176,0
Turkey,TUR,1179,1
Turkey,TUR,1180,0
Turkey,TUR,1182,0
Turkey,TUR,1183,0
Turkey,TUR,1184,0
Turkey,TUR,1201,0
Turkey,TUR,1202,0
Turkey,TUR,1208,0
Turkey,TUR,1209,0
Turkey,TUR,1211,0
Turkey,TUR,1219,0
Turkey,TUR,1222,0
Turkey,TUR,1223,0
Turkey,TUR,1227,0
Turkey,TUR,1231,1
Turkey,TUR,1233,0
Turkey,TUR,1237,0
Turkey,TUR,1241,0
Turkey,TUR,1248,0
Turkey,TUR,1255,0
Turkey,TUR,1257,0
Turkey,TUR,1259,0
Turkey,TUR,1267,0
Turkey,TUR,1268,1
Turkey,TUR,1269,1
Turkey,TUR,1272,0
Turkey,TUR,1273,0
Turkey,TUR,1275,0
Turkey,TUR,1276,0
Turkey,TUR,1277,0
Turkey,TUR,1279,0
Turkey,TUR,1280,0
Turkey,TUR,1281,0
Turkey,TUR,1283,0
Turkey,TUR,1284,0
Turkey,TUR,1286,0
Turkey,TUR,1289,0
Turkey,TUR,1290,0
Turkey,TUR,1291,0
Turkey,TUR,1293,0
Turkey,TUR,1295,0
Turkey,TUR,1298,0
Turkey,TUR,1300,0
Turkey,TUR,1301,0
Turkey,TUR,1303,0
Turkey,TUR,1304,0
Turkey,TUR,1305,0
Turkey,TUR,1306,0
Turkey,TUR,1310,0
Turkey,TUR,1314,0
Turkey,TUR,1319,0
Turkey,TUR,1320,0
Turkey,TUR,1323,0
Turkey,TUR,1327,0
Turkey,TUR,1328,0
Turkey,TUR,1329,0
Turkey,TUR,1331,0
Turkey,TUR,1332,1
Turkey,TUR,1336,0
Turkey,TUR,1337,0
Turkey,TUR,1339,0
Turkey,TUR,1340,0
Turkey,TUR,1341,0
Turkey,TUR,1343,1
Turkey,TUR,1344,0
Turkey,TUR,1345,0
Turkey,TUR,1346,0
Turkey,TUR,1347,0
Turkey,TUR,1348,0
Turkey,TUR,1349,0
Turkey,TUR,1350,0
Turkey,TUR,1351,0
Turkey,TUR,1352,0
Turkey,TUR,1353,1
Turkey,TUR,1354,0
Turkey,TUR,1356,0
Turkey,TUR,1358,0
Turkey,TUR,1359,0
Turkey,TUR,1360,0
Turkey,TUR,1361,0
Turkey,TUR,1365,0
Turkey,TUR,1367,0
Turkey,TUR,1368,0
Turkey,TUR,1372,0
Turkey,TUR,1374,0
Turkey,TUR,1375,0
Turkey,TUR,1377,0
Turkey,TUR,1380,0
Turkey,TUR,1382,0
Turkey,TUR,1383,1
Turkey,TUR,1384,0
Turkey,TUR,1385,0
Turkey,TUR,1386,0
Turkey,TUR,1387,0
Turkey,TUR,1389,0
Turkey,TUR,1390,0
Turkey,TUR,1391,0
Turkey,TUR,1399,0
Turkey,TUR,1400,0
Turkey,TUR,1402,0
Turkey,TUR,1403,0
Turkey,TUR,1404,0
Turkey,TUR,1405,0
Turkey,TUR,1406,0
Turkey,TUR,1407,1
Turkey,TUR,1408,1
Turkey,TUR,1414,0
Turkey,TUR,1417,0
Turkey,TUR,1418,0
Turkey,TUR,1419,1
Turkey,TUR,1426,0
Turkey,TUR,1427,0
Turkey,TUR,1428,0
Turkey,TUR,1431,0
Turkey,TUR,1433,0
Turkey,TUR,1440,0
Turkey,TUR,1441,1
Turkey,TUR,1443,0
Turkey,TUR,1444,1
Turkey,TUR,1445,0
Turkey,TUR,1447,0
Turkey,TUR,1448,0
Turkey,TUR,1451,0
Turkey,TUR,1454,0
Turkey,TUR,1455,0
Turkey,TUR,1456,1
Turkey,TUR,1457,0
Turkey,TUR,1458,1
Turkey,TUR,1459,0
Turkey,TUR,1461,0
Turkey,TUR,1463,0
Turkey,TUR,1464,0
Turkey,TUR,1469,0
Turkey,TUR,1471,0
Turkey,TUR,1475,0
Turkey,TUR,1478,0
Turkey,TUR,1479,0
Turkey,TUR,1481,0
Turkey,TUR,1482,1
Turkey,TUR,1483,0
Turkey,TUR,1484,0
Turkey,TUR,1485,0
Turkey,TUR,1487,0
Turkey,TUR,1488,0
Turkey,TUR,1489,1
Turkey,TUR,1490,0
Turkey,TUR,1491,0
Turkey,TUR,1493,0
Turkey,TUR,1494,0
Turkey,TUR,1495,0
Turkey,TUR,1496,0
Turkey,TUR,1498,0
Turkey,TUR,1499,0
Turkey,TUR,1500,0
Turkey,TUR,1501,0
Turkey,TUR,1502,0
Turkey,TUR,1504,0
Turkey,TUR,1505,0
Turkey,TUR,1507,0
Turkey,TUR,1508,0
Turkey,TUR,1509,2
Turkey,TUR,1510,0
Turkey,TUR,1511,0
Turkey,TUR,1512,0
Turkey,TUR,1513,0
Turkey,TUR,1514,0
Turkey,TUR,1515,0
Turkey,TUR,1516,0
Turkey,TUR,1517,0
Turkey,TUR,1518,0
Turkey,TUR,1520,0
Turkey,TUR,1522,0
Turkey,TUR,1523,0
Turkey,TUR,1524,0
Turkey,TUR,1527,0
Turkey,TUR,1530,0
Turkey,TUR,1531,0
Turkey,TUR,1535,0
Turkey,TUR,1536,0
Turkey,TUR,1537,0
Turkey,TUR,1538,0
Turkey,TUR,1539,0
Turkey,TUR,1541,0
Turkey,TUR,1542,0
Turkey,TUR,1543,0
Turkey,TUR,1545,0
Turkey,TUR,1546,0
Turkey,TUR,1547,0
Turkey,TUR,1549,0
Turkey,TUR,1550,0
Turkey,TUR,1551,0
Turkey,TUR,1552,0
Turkey,TUR,1553,0
Turkey,TUR,1555,0
Turkey,TUR,1556,2
Turkey,TUR,1560,0
Turkey,TUR,1561,0
Turkey,TUR,1562,0
Turkey,TUR,1563,0
Turkey,TUR,1564,0
Turkey,TUR,1565,0
Turkey,TUR,1566,0
Turkey,TUR,1568,0
Turkey,TUR,1570,0
Turkey,TUR,1571,0
Turkey,TUR,1573,0
Turkey,TUR,1574,0
Turkey,TUR,1575,0
Turkey,TUR,1576,0
Turkey,TUR,1577,0
Turkey,TUR,1578,0
Turkey,TUR,1579,0
Turkey,TUR,1580,0
Turkey,TUR,1581,0
Turkey,TUR,1582,0
Turkey,TUR,1584,0
Turkey,TUR,1586,0
Turkey,TUR,1587,0
Turkey,TUR,1588,0
Turkey,TUR,1589,0
Turkey,TUR,1590,0
Turkey,TUR,1591,0
Turkey,TUR,1593,0
Turkey,TUR,1594,0
Turkey,TUR,1596,0
Turkey,TUR,1597,0
Turkey,TUR,1598,0
Turkey,TUR,1599,0
Turkey,TUR,1600,0
Turkey,TUR,1601,0
Turkey,TUR,1602,0
Turkey,TUR,1603,0
Turkey,TUR,1604,0
Turkey,TUR,1605,0
Turkey,TUR,1606,0
Turkey,TUR,1608,0
Turkey,TUR,1609,0
Turkey,TUR,1610,0
Turkey,TUR,1611,0
Turkey,TUR,1612,0
Turkey,TUR,1613,0
Turkey,TUR,1614,0
Turkey,TUR,1615,0
Turkey,TUR,1616,0
Turkey,TUR,1618,0
Turkey,TUR,1619,0
Turkey,TUR,1620,0
Turkey,TUR,1621,0
Turkey,TUR,1622,0
Turkey,TUR,1624,0
Turkey,TUR,1625,0
Turkey,TUR,1626,0
Turkey,TUR,1627,0
Turkey,TUR,1628,0
Turkey,TUR,1629,0
Turkey,TUR,1630,0
Turkey,TUR,1631,0
Turkey,TUR,1632,0
Turkey,TUR,1633,0
Turkey,TUR,1634,0
Turkey,TUR,1636,0
Turkey,TUR,1638,0
Turkey,TUR,1639,0
Turkey,TUR,1640,0
Turkey,TUR,1641,0
Turkey,TUR,1642,0
Turkey,TUR,1643,0
Turkey,TUR,1644,0
Turkey,TUR,1645,0
Turkey,TUR,1646,2
Turkey,TUR,1647,0
Turkey,TUR,1648,1
Turkey,TUR,1649,0
Turkey,TUR,1650,0
Turkey,TUR,1651,0
Turkey,TUR,1652,0
Turkey,TUR,1653,1
Turkey,TUR,1654,0
Turkey,TUR,1655,0
Turkey,TUR,1656,0
Turkey,TUR,1657,0
Turkey,TUR,1658,0
Turkey,TUR,1659,0
Turkey,TUR,1660,0
Turkey,TUR,1661,0
Turkey,TUR,1662,0
Turkey,TUR,1663,0
Turkey,TUR,1664,0
Turkey,TUR,1665,0
Turkey,TUR,1666,0
Turkey,TUR,1667,1
Turkey,TUR,1668,1
Turkey,TUR,1669,0
Turkey,TUR,1670,0
Turkey,TUR,1671,0
Turkey,TUR,1672,0
Turkey,TUR,1673,0
Turkey,TUR,1674,0
Turkey,TUR,1675,0
Turkey,TUR,1676,0
Turkey,TUR,1677,0
Turkey,TUR,1678,0
Turkey,TUR,1679,1
Turkey,TUR,1680,0
Turkey,TUR,1681,0
Turkey,TUR,1682,0
Turkey,TUR,1683,0
Turkey,TUR,1684,0
Turkey,TUR,1687,0
Turkey,TUR,1688,1
Turkey,TUR,1689,0
Turkey,TUR,1690,0
Turkey,TUR,1691,0
Turkey,TUR,1692,0
Turkey,TUR,1693,0
Turkey,TUR,1694,0
Turkey,TUR,1695,0
Turkey,TUR,1696,0
Turkey,TUR,1697,0
Turkey,TUR,1698,0
Turkey,TUR,1699,0
Turkey,TUR,1700,0
Turkey,TUR,1701,0
Turkey,TUR,1702,0
Turkey,TUR,1703,0
Turkey,TUR,1704,0
Turkey,TUR,1705,0
Turkey,TUR,1706,0
Turkey,TUR,1707,1
Turkey,TUR,1708,0
Turkey,TUR,1709,0
Turkey,TUR,1710,0
Turkey,TUR,1711,0
Turkey,TUR,1713,0
Turkey,TUR,1714,0
Turkey,TUR,1715,2
Turkey,TUR,1716,0
Turkey,TUR,1717,0
Turkey,TUR,1718,0
Turkey,TUR,1719,1
Turkey,TUR,1720,0
Turkey,TUR,1721,0
Turkey,TUR,1722,0
Turkey,TUR,1723,0
Turkey,TUR,1725,0
Turkey,TUR,1726,0
Turkey,TUR,1727,0
Turkey,TUR,1728,0
Turkey,TUR,1729,0
Turkey,TUR,1730,0
Turkey,TUR,1731,0
Turkey,TUR,1732,0
Turkey,TUR,1733,0
Turkey,TUR,1734,0
Turkey,TUR,1735,0
Turkey,TUR,1736,0
Turkey,TUR,1737,0
Turkey,TUR,1738,0
Turkey,TUR,1739,0
Turkey,TUR,1740,0
Turkey,TUR,1741,0
Turkey,TUR,1742,0
Turkey,TUR,1743,0
Turkey,TUR,1744,0
Turkey,TUR,1746,0
Turkey,TUR,1747,0
Turkey,TUR,1748,0
Turkey,TUR,1749,0
Turkey,TUR,1750,0
Turkey,TUR,1751,1
