[T25.],Index of Industrial Production,,,,,
756,Switzerland,Index of industrial production: Manufacturing (Index base: 2005=100),2014,130.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,106.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2008,109.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2009,106.0,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2010,106.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2011,107.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2012,109.0,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2013,109.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2014,110.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2007,125.5,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2008,111.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2009,92.9,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2010,92.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2011,105.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2012,98.7,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2013,97.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2014,100.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2007,113.2,Including other non-metallic mineral products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2008,111.6,Including other non-metallic mineral products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2009,107.2,Including other non-metallic mineral products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2010,96.5,Including other non-metallic mineral products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2011,95.5,Including other non-metallic mineral products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2012,94.5,Including other non-metallic mineral products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2013,99.4,Including other non-metallic mineral products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2014,101.0,Including other non-metallic mineral products.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2007,121.5,Including basic metals.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2008,124.3,Including basic metals.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2009,105.9,Including basic metals.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2010,115.2,Including basic metals.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2011,123.8,Including basic metals.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2012,122.3,Including basic metals.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2013,119.8,Including basic metals.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2014,121.8,Including basic metals.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2007,101.0,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2008,108.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2009,107.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2010,112.1,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2011,107.2,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2012,116.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2013,120.6,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
756,Switzerland,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",2014,115.4,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2007,96.7,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2008,93.4,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2009,93.4,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2010,97.8,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Mining (Index base: 2005=100),2007,88.5,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Mining (Index base: 2005=100),2008,85.9,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Mining (Index base: 2005=100),2009,91.0,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Mining (Index base: 2005=100),2010,93.6,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Manufacturing (Index base: 2005=100),2007,103.7,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Manufacturing (Index base: 2005=100),2008,99.1,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Manufacturing (Index base: 2005=100),2009,98.1,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Manufacturing (Index base: 2005=100),2010,97.2,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,109.0,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2008,116.7,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2009,118.0,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2010,122.3,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2007,93.2,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2008,84.3,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2009,88.7,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",2010,93.5,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2007,102.9,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2008,94.1,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2009,91.8,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",2010,91.5,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Basic metals (Index base: 2005=100),2007,84.0,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Basic metals (Index base: 2005=100),2008,70.2,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Basic metals (Index base: 2005=100),2009,64.9,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Basic metals (Index base: 2005=100),2010,59.6,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2007,86.8,"The indices are based on ISIC Rev. 3.;Data refers to fabricated metal products; machinery and equipment, n.e.c.; electrical machinery and apparatus, n.e.c.; and radio, television and communication equipment only.","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2008,93.6,"The indices are based on ISIC Rev. 3.;Data refers to fabricated metal products; machinery and equipment, n.e.c.; electrical machinery and apparatus, n.e.c.; and radio, television and communication equipment only.","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2009,82.5,"The indices are based on ISIC Rev. 3.;Data refers to fabricated metal products; machinery and equipment, n.e.c.; electrical machinery and apparatus, n.e.c.; and radio, television and communication equipment only.","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2010,92.3,"The indices are based on ISIC Rev. 3.;Data refers to fabricated metal products; machinery and equipment, n.e.c.; electrical machinery and apparatus, n.e.c.; and radio, television and communication equipment only.","United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2007,106.3,The indices are based on ISIC Rev. 3.;Data refers to electricity and water only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2008,112.6,The indices are based on ISIC Rev. 3.;Data refers to electricity and water only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2009,118.9,The indices are based on ISIC Rev. 3.;Data refers to electricity and water only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
760,Syrian Arab Republic,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2010,127.3,The indices are based on ISIC Rev. 3.;Data refers to electricity and water only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2007,115.5,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2008,111.4,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2009,104.2,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2010,113.8,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2011,120.3,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2012,133.2,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2013,138.5,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2014,145.4,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Mining (Index base: 2005=100),2007,112.1,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Mining (Index base: 2005=100),2008,110.1,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Mining (Index base: 2005=100),2009,110.8,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Mining (Index base: 2005=100),2010,128.6,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Mining (Index base: 2005=100),2011,172.7,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Mining (Index base: 2005=100),2012,209.3,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Mining (Index base: 2005=100),2013,300.6,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Mining (Index base: 2005=100),2014,375.1,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Manufacturing (Index base: 2005=100),2007,116.3,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Manufacturing (Index base: 2005=100),2008,112.0,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Manufacturing (Index base: 2005=100),2009,103.0,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Manufacturing (Index base: 2005=100),2010,110.8,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Manufacturing (Index base: 2005=100),2011,114.5,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Manufacturing (Index base: 2005=100),2012,126.2,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Manufacturing (Index base: 2005=100),2013,125.1,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,Index of industrial production: Manufacturing (Index base: 2005=100),2014,126.4,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2007,111.5,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2008,103.8,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2009,101.5,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2010,106.0,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2011,106.6,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2012,113.4,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2013,119.3,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
762,Tajikistan,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2014,127.7,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2007,110.0,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2008,115.6,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2009,105.6,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2010,100.5,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2011,107.4,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2012,104.5,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2013,107.8,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",2014,113.0,Excluding water and waste management.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Mining (Index base: 2005=100),2007,122.3,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
807,TFYR of Macedonia,Index of industrial production: Mining (Index base: 2005=100),2008,133.8,,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
