T19,Consumer Price Index,,,,,
662,Saint Lucia,2017,Consumer price index: General,108,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
662,Saint Lucia,2010,Consumer price index: Food,100,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
662,Saint Lucia,2014,Consumer price index: Food,117.4,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
662,Saint Lucia,2015,Consumer price index: Food,117.6,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
662,Saint Lucia,2016,Consumer price index: Food,113.8,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
662,Saint Lucia,2017,Consumer price index: Food,112.2,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
670,Saint Vincent & Grenadines,1995,Consumer price index: General,67.9,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
670,Saint Vincent & Grenadines,2005,Consumer price index: General,80.9,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
670,Saint Vincent & Grenadines,2010,Consumer price index: General,100,Estimate.;Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
670,Saint Vincent & Grenadines,2014,Consumer price index: General,106.9,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
670,Saint Vincent & Grenadines,2015,Consumer price index: General,105.1,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
670,Saint Vincent & Grenadines,2016,Consumer price index: General,104.9,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
670,Saint Vincent & Grenadines,2017,Consumer price index: General,107.2,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
670,Saint Vincent & Grenadines,2010,Consumer price index: Food,100,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
670,Saint Vincent & Grenadines,2014,Consumer price index: Food,110.8,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
670,Saint Vincent & Grenadines,2015,Consumer price index: Food,109.5,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
670,Saint Vincent & Grenadines,2016,Consumer price index: Food,108.8,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
670,Saint Vincent & Grenadines,2017,Consumer price index: Food,111.5,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
882,Samoa,1995,Consumer price index: General,49.3,Estimate.;Excluding rent.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
882,Samoa,2005,Consumer price index: General,76.4,Estimate.;Excluding rent.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
882,Samoa,2010,Consumer price index: General,100,Estimate.;Excluding rent.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
882,Samoa,2014,Consumer price index: General,107.6,Estimate.;Break in the time series.;Excluding rent.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
882,Samoa,2015,Consumer price index: General,108.4,Estimate.;Excluding rent.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
882,Samoa,2016,Consumer price index: General,109.8,Estimate.;Excluding rent.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
882,Samoa,2017,Consumer price index: General,111.6,Estimate.;Excluding rent.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
674,San Marino,2014,Consumer price index: General,107.6,Index base: December 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
674,San Marino,2015,Consumer price index: General,107.7,Index base: December 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
674,San Marino,2016,Consumer price index: General,108.4,Index base: December 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
674,San Marino,2017,Consumer price index: General,109.5,Index base: December 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
674,San Marino,2014,Consumer price index: Food,117.5,Index base: December 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
674,San Marino,2015,Consumer price index: Food,121.3,Index base: December 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
674,San Marino,2016,Consumer price index: Food,123.7,Index base: December 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
674,San Marino,2017,Consumer price index: Food,126.7,Index base: December 2010=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
678,Sao Tome and Principe,2005,Consumer price index: General,39.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
678,Sao Tome and Principe,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
678,Sao Tome and Principe,2014,Consumer price index: General,146.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
678,Sao Tome and Principe,2015,Consumer price index: General,154,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
678,Sao Tome and Principe,2016,Consumer price index: General,162.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
678,Sao Tome and Principe,2017,Consumer price index: General,171.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
678,Sao Tome and Principe,2016,Consumer price index: Food,105,Estimate.;Index base: 2014=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
678,Sao Tome and Principe,2017,Consumer price index: Food,111.9,Estimate.;Index base: 2014=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
682,Saudi Arabia,2005,Consumer price index: General,81.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
682,Saudi Arabia,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
682,Saudi Arabia,2014,Consumer price index: General,112.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
682,Saudi Arabia,2015,Consumer price index: General,114.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
682,Saudi Arabia,2016,Consumer price index: General,116.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
682,Saudi Arabia,2017,Consumer price index: General,115.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
682,Saudi Arabia,2005,Consumer price index: Food,73,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
682,Saudi Arabia,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
682,Saudi Arabia,2014,Consumer price index: Food,117.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
682,Saudi Arabia,2015,Consumer price index: Food,118.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
682,Saudi Arabia,2016,Consumer price index: Food,117.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
682,Saudi Arabia,2017,Consumer price index: Food,116.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
686,Senegal,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.;Data refer to the national index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
686,Senegal,2014,Consumer price index: General,104.7,Calculated by the UN Statistics Division from national indices.;Data refer to the national index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
686,Senegal,2015,Consumer price index: General,105.3,Calculated by the UN Statistics Division from national indices.;Data refer to the national index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
686,Senegal,2016,Consumer price index: General,106.9,Calculated by the UN Statistics Division from national indices.;Data refer to the national index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
686,Senegal,2017,Consumer price index: General,108.9,Calculated by the UN Statistics Division from national indices.;Data refer to the national index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
686,Senegal,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.;Data refer to the national index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
686,Senegal,2014,Consumer price index: Food,109.1,Calculated by the UN Statistics Division from national indices.;Data refer to the national index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
686,Senegal,2015,Consumer price index: Food,110.9,Calculated by the UN Statistics Division from national indices.;Data refer to the national index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
686,Senegal,2016,Consumer price index: Food,113.6,Calculated by the UN Statistics Division from national indices.;Data refer to the national index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
686,Senegal,2017,Consumer price index: Food,117.2,Calculated by the UN Statistics Division from national indices.;Data refer to the national index.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
688,Serbia,1995,Consumer price index: General,2.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
688,Serbia,2005,Consumer price index: General,65.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
688,Serbia,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
688,Serbia,2014,Consumer price index: General,131.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
688,Serbia,2015,Consumer price index: General,133,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
688,Serbia,2016,Consumer price index: General,134.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
688,Serbia,2017,Consumer price index: General,138.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
688,Serbia,2010,Consumer price index: Food,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
688,Serbia,2014,Consumer price index: Food,130.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
688,Serbia,2015,Consumer price index: Food,133.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
688,Serbia,2016,Consumer price index: Food,132.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
688,Serbia,2017,Consumer price index: Food,137.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
690,Seychelles,1995,Consumer price index: General,40.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
690,Seychelles,2005,Consumer price index: General,54.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
690,Seychelles,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
690,Seychelles,2014,Consumer price index: General,116.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
690,Seychelles,2015,Consumer price index: General,120.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
690,Seychelles,2016,Consumer price index: General,119.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
690,Seychelles,2017,Consumer price index: General,123.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
690,Seychelles,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.;Excluding fresh fish.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
690,Seychelles,2014,Consumer price index: Food,114.6,Calculated by the UN Statistics Division from national indices.;Excluding fresh fish.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
690,Seychelles,2015,Consumer price index: Food,116.7,Calculated by the UN Statistics Division from national indices.;Excluding fresh fish.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
690,Seychelles,2016,Consumer price index: Food,116.7,Calculated by the UN Statistics Division from national indices.;Excluding fresh fish.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
690,Seychelles,2017,Consumer price index: Food,117.7,Calculated by the UN Statistics Division from national indices.;Excluding fresh fish.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
694,Sierra Leone,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
694,Sierra Leone,2014,Consumer price index: General,125.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
694,Sierra Leone,2015,Consumer price index: General,134.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
694,Sierra Leone,2016,Consumer price index: General,148.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
694,Sierra Leone,2017,Consumer price index: General,175.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
694,Sierra Leone,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
694,Sierra Leone,2014,Consumer price index: Food,127.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
694,Sierra Leone,2015,Consumer price index: Food,137.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
694,Sierra Leone,2016,Consumer price index: Food,155.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
694,Sierra Leone,2017,Consumer price index: Food,185.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,1995,Consumer price index: General,81.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,2005,Consumer price index: General,88,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,2014,Consumer price index: General,113.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,2015,Consumer price index: General,113.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,2016,Consumer price index: General,112.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,2017,Consumer price index: General,113.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,1995,Consumer price index: Food,77.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,2005,Consumer price index: Food,85.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,2014,Consumer price index: Food,110.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,2015,Consumer price index: Food,112.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,2016,Consumer price index: Food,115.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
702,Singapore,2017,Consumer price index: Food,116.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,1995,Consumer price index: General,44.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,2005,Consumer price index: General,86.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,2014,Consumer price index: General,109.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,2015,Consumer price index: General,108.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,2016,Consumer price index: General,108.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,2017,Consumer price index: General,109.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,1995,Consumer price index: Food,61.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,2005,Consumer price index: Food,89.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,2010,Consumer price index: Food,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,2014,Consumer price index: Food,113.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,2015,Consumer price index: Food,113.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,2016,Consumer price index: Food,110,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
703,Slovakia,2017,Consumer price index: Food,114.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
705,Slovenia,1995,Consumer price index: General,44.8,Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
705,Slovenia,2005,Consumer price index: General,86.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
705,Slovenia,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
705,Slovenia,2014,Consumer price index: General,106.5,Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
705,Slovenia,2015,Consumer price index: General,105.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
705,Slovenia,2016,Consumer price index: General,105.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
705,Slovenia,2017,Consumer price index: General,107.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
705,Slovenia,2005,Consumer price index: Food,81.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
705,Slovenia,2010,Consumer price index: Food,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
705,Slovenia,2014,Consumer price index: Food,112.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
705,Slovenia,2015,Consumer price index: Food,113.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
705,Slovenia,2016,Consumer price index: Food,114.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
705,Slovenia,2017,Consumer price index: Food,116.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
90,Solomon Islands,1995,Consumer price index: General,28.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
90,Solomon Islands,2005,Consumer price index: General,65.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
90,Solomon Islands,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
90,Solomon Islands,2014,Consumer price index: General,126,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
90,Solomon Islands,2015,Consumer price index: General,125.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
90,Solomon Islands,2016,Consumer price index: General,125.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
90,Solomon Islands,2017,Consumer price index: General,126.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
90,Solomon Islands,2014,Consumer price index: Food,568.9,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
90,Solomon Islands,2015,Consumer price index: Food,552.5,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
90,Solomon Islands,2016,Consumer price index: Food,555.4,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
90,Solomon Islands,2017,Consumer price index: Food,551.6,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
710,South Africa,1995,Consumer price index: General,43.4,Calculated by the UN Statistics Division from national indices.;Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
710,South Africa,2005,Consumer price index: General,74.3,Calculated by the UN Statistics Division from national indices.;Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
710,South Africa,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.;Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
710,South Africa,2014,Consumer price index: General,124.6,Calculated by the UN Statistics Division from national indices.;Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
710,South Africa,2015,Consumer price index: General,130.3,Calculated by the UN Statistics Division from national indices.;Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
710,South Africa,2016,Consumer price index: General,138.9,Break in the time series.;Calculated by the UN Statistics Division from national indices.;Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
710,South Africa,2017,Consumer price index: General,146.1,Calculated by the UN Statistics Division from national indices.;Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
710,South Africa,1995,Consumer price index: Food,34.9,Calculated by the UN Statistics Division from national indices.;Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
710,South Africa,2005,Consumer price index: Food,67.1,Calculated by the UN Statistics Division from national indices.;Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
710,South Africa,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.;Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
710,South Africa,2014,Consumer price index: Food,131,Calculated by the UN Statistics Division from national indices.;Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
