T03,Population and rates of growth in urban areas and capital cities,,,,,,,
Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value,Footnotes,Source
591,Panama,2015,Capital city population (as a percentage of total population),Panama City,,42.2,Refers to the metropolitan area of Panama City.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
591,Panama,2015,Capital city population (as a percentage of total urban population),Panama City,,63.2,Refers to the metropolitan area of Panama City.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
591,Panama,2018,Urban population (percent),,,67.7,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
591,Panama,2018,Capital city population (thousands),Panama City,,"1,783",Refers to the metropolitan area of Panama City.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2005,Urban population (percent),,,13.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2005,Urban population (percent growth rate per annum),,,2.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2005,Rural population (percent growth rate per annum),,,2.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2005,Capital city population (thousands),Port Moresby,,281,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2005,Capital city population (as a percentage of total population),Port Moresby,,4.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2005,Capital city population (as a percentage of total urban population),Port Moresby,,34.0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2010,Urban population (percent),,,13.0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2010,Urban population (percent growth rate per annum),,,2.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2010,Rural population (percent growth rate per annum),,,2.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2010,Capital city population (thousands),Port Moresby,,312,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2010,Capital city population (as a percentage of total population),Port Moresby,,4.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2010,Capital city population (as a percentage of total urban population),Port Moresby,,33.7,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2015,Urban population (percent),,,13.0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2015,Urban population (percent growth rate per annum),,,2.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2015,Rural population (percent growth rate per annum),,,2.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2015,Capital city population (thousands),Port Moresby,,345,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2015,Capital city population (as a percentage of total population),Port Moresby,,4.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2015,Capital city population (as a percentage of total urban population),Port Moresby,,33.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2018,Urban population (percent),,,13.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
598,Papua New Guinea,2018,Capital city population (thousands),Port Moresby,,367,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2005,Urban population (percent),,,57.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2005,Urban population (percent growth rate per annum),,,2.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2005,Rural population (percent growth rate per annum),,,0.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2005,Capital city population (thousands),Asunción,,"2,134",Refers to the district of Asunción and the 19 districts of Central Department.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2005,Capital city population (as a percentage of total population),Asunción,,36.8,Refers to the district of Asunción and the 19 districts of Central Department.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2005,Capital city population (as a percentage of total urban population),Asunción,,63.9,Refers to the district of Asunción and the 19 districts of Central Department.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2010,Urban population (percent),,,59.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2010,Urban population (percent growth rate per annum),,,1.9,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2010,Rural population (percent growth rate per annum),,,0.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2010,Capital city population (thousands),Asunción,,"2,587",Refers to the district of Asunción and the 19 districts of Central Department.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2010,Capital city population (as a percentage of total population),Asunción,,41.7,Refers to the district of Asunción and the 19 districts of Central Department.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2010,Capital city population (as a percentage of total urban population),Asunción,,70.3,Refers to the district of Asunción and the 19 districts of Central Department.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2015,Urban population (percent),,,60.8,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2015,Urban population (percent growth rate per annum),,,1.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2015,Rural population (percent growth rate per annum),,,0.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2015,Capital city population (thousands),Asunción,,"2,967",Refers to the district of Asunción and the 19 districts of Central Department.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2015,Capital city population (as a percentage of total population),Asunción,,44.7,Refers to the district of Asunción and the 19 districts of Central Department.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2015,Capital city population (as a percentage of total urban population),Asunción,,73.6,Refers to the district of Asunción and the 19 districts of Central Department.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2018,Urban population (percent),,,61.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
600,Paraguay,2018,Capital city population (thousands),Asunción,,"3,222",Refers to the district of Asunción and the 19 districts of Central Department.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2005,Urban population (percent),,,75.0,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2005,Urban population (percent growth rate per annum),,,1.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2005,Rural population (percent growth rate per annum),,,-0.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2005,Capital city population (thousands),Lima,,"8,081",Refers to the Province of Lima and the Constitutional Province of Callao.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2005,Capital city population (as a percentage of total population),Lima,,29.3,Refers to the Province of Lima and the Constitutional Province of Callao.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2005,Capital city population (as a percentage of total urban population),Lima,,39.0,Refers to the Province of Lima and the Constitutional Province of Callao.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2010,Urban population (percent),,,76.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2010,Urban population (percent growth rate per annum),,,1.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2010,Rural population (percent growth rate per annum),,,0.1,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2010,Capital city population (thousands),Lima,,"8,920",Refers to the Province of Lima and the Constitutional Province of Callao.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2010,Capital city population (as a percentage of total population),Lima,,30.4,Refers to the Province of Lima and the Constitutional Province of Callao.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2010,Capital city population (as a percentage of total urban population),Lima,,39.7,Refers to the Province of Lima and the Constitutional Province of Callao.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2015,Urban population (percent),,,77.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2015,Urban population (percent growth rate per annum),,,1.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2015,Rural population (percent growth rate per annum),,,0.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2015,Capital city population (thousands),Lima,,"9,813",Refers to the Province of Lima and the Constitutional Province of Callao.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2015,Capital city population (as a percentage of total population),Lima,,31.3,Refers to the Province of Lima and the Constitutional Province of Callao.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2015,Capital city population (as a percentage of total urban population),Lima,,40.4,Refers to the Province of Lima and the Constitutional Province of Callao.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2018,Urban population (percent),,,77.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
604,Peru,2018,Capital city population (thousands),Lima,,"10,391",Refers to the Province of Lima and the Constitutional Province of Callao.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2005,Urban population (percent),,,45.7,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2005,Urban population (percent growth rate per annum),,,1.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2005,Rural population (percent growth rate per annum),,,2.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2005,Capital city population (thousands),Manila,,"10,751",Refers to the National Capital Region.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2005,Capital city population (as a percentage of total population),Manila,,12.5,Refers to the National Capital Region.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2005,Capital city population (as a percentage of total urban population),Manila,,27.3,Refers to the National Capital Region.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2010,Urban population (percent),,,45.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2010,Urban population (percent growth rate per annum),,,1.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2010,Rural population (percent growth rate per annum),,,1.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2010,Capital city population (thousands),Manila,,"11,887",Refers to the National Capital Region.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2010,Capital city population (as a percentage of total population),Manila,,12.7,Refers to the National Capital Region.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2010,Capital city population (as a percentage of total urban population),Manila,,28.0,Refers to the National Capital Region.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2015,Urban population (percent),,,46.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2015,Urban population (percent growth rate per annum),,,2.1,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2015,Rural population (percent growth rate per annum),,,1.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2015,Capital city population (thousands),Manila,,"12,860",Refers to the National Capital Region.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2015,Capital city population (as a percentage of total population),Manila,,12.6,Refers to the National Capital Region.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2015,Capital city population (as a percentage of total urban population),Manila,,27.3,Refers to the National Capital Region.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2018,Urban population (percent),,,46.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
608,Philippines,2018,Capital city population (thousands),Manila,,"13,482",Refers to the National Capital Region.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2005,Urban population (percent),,,61.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2005,Urban population (percent growth rate per annum),,,-0.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2005,Rural population (percent growth rate per annum),,,0.0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2005,Capital city population (thousands),Warsaw,,"1,684",,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2005,Capital city population (as a percentage of total population),Warsaw,,4.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2005,Capital city population (as a percentage of total urban population),Warsaw,,7.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2010,Urban population (percent),,,60.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2010,Urban population (percent growth rate per annum),,,-0.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2010,Rural population (percent growth rate per annum),,,0.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2010,Capital city population (thousands),Warsaw,,"1,703",,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2010,Capital city population (as a percentage of total population),Warsaw,,4.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2010,Capital city population (as a percentage of total urban population),Warsaw,,7.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2015,Urban population (percent),,,60.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2015,Urban population (percent growth rate per annum),,,-0.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2015,Rural population (percent growth rate per annum),,,0.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2015,Capital city population (thousands),Warsaw,,"1,740",,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2015,Capital city population (as a percentage of total population),Warsaw,,4.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2015,Capital city population (as a percentage of total urban population),Warsaw,,7.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2018,Urban population (percent),,,60.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
616,Poland,2018,Capital city population (thousands),Warsaw,,"1,768",,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2005,Urban population (percent),,,57.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2005,Urban population (percent growth rate per annum),,,1.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2005,Rural population (percent growth rate per annum),,,-1.0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2005,Capital city population (thousands),Lisbon,,"2,742","Refers to Grande Lisboa, the Peninsula of Setúbal, and the municipality Azambuja.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2005,Capital city population (as a percentage of total population),Lisbon,,25.9,"Refers to Grande Lisboa, the Peninsula of Setúbal, and the municipality Azambuja.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2005,Capital city population (as a percentage of total urban population),Lisbon,,45.1,"Refers to Grande Lisboa, the Peninsula of Setúbal, and the municipality Azambuja.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2010,Urban population (percent),,,60.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2010,Urban population (percent growth rate per annum),,,1.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2010,Rural population (percent growth rate per annum),,,-1.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2010,Capital city population (thousands),Lisbon,,"2,812","Refers to Grande Lisboa, the Peninsula of Setúbal, and the municipality Azambuja.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2010,Capital city population (as a percentage of total population),Lisbon,,26.4,"Refers to Grande Lisboa, the Peninsula of Setúbal, and the municipality Azambuja.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2010,Capital city population (as a percentage of total urban population),Lisbon,,43.6,"Refers to Grande Lisboa, the Peninsula of Setúbal, and the municipality Azambuja.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2015,Urban population (percent),,,63.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2015,Urban population (percent growth rate per annum),,,0.5,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2015,Rural population (percent growth rate per annum),,,-2.0,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2015,Capital city population (thousands),Lisbon,,"2,883","Refers to Grande Lisboa, the Peninsula of Setúbal, and the municipality Azambuja.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2015,Capital city population (as a percentage of total population),Lisbon,,27.7,"Refers to Grande Lisboa, the Peninsula of Setúbal, and the municipality Azambuja.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2015,Capital city population (as a percentage of total urban population),Lisbon,,43.6,"Refers to Grande Lisboa, the Peninsula of Setúbal, and the municipality Azambuja.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2018,Urban population (percent),,,65.2,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
620,Portugal,2018,Capital city population (thousands),Lisbon,,"2,927","Refers to Grande Lisboa, the Peninsula of Setúbal, and the municipality Azambuja.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2005,Urban population (percent),,,94.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2005,Urban population (percent growth rate per annum),,,-0.2,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2005,Rural population (percent growth rate per annum),,,0.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2005,Capital city population (thousands),San Juan,,"2,493",Refers to the Metropolitan Statistical Area.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2005,Capital city population (as a percentage of total population),San Juan,,66.2,Refers to the Metropolitan Statistical Area.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2005,Capital city population (as a percentage of total urban population),San Juan,,70.4,Refers to the Metropolitan Statistical Area.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2010,Urban population (percent),,,93.8,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2010,Urban population (percent growth rate per annum),,,-0.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2010,Rural population (percent growth rate per annum),,,0.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2010,Capital city population (thousands),San Juan,,"2,478",Refers to the Metropolitan Statistical Area.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2010,Capital city population (as a percentage of total population),San Juan,,66.7,Refers to the Metropolitan Statistical Area.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2010,Capital city population (as a percentage of total urban population),San Juan,,71.1,Refers to the Metropolitan Statistical Area.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2015,Urban population (percent),,,93.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2015,Urban population (percent growth rate per annum),,,-0.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2015,Rural population (percent growth rate per annum),,,0.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2015,Capital city population (thousands),San Juan,,"2,463",Refers to the Metropolitan Statistical Area.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2015,Capital city population (as a percentage of total population),San Juan,,67.1,Refers to the Metropolitan Statistical Area.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2015,Capital city population (as a percentage of total urban population),San Juan,,71.6,Refers to the Metropolitan Statistical Area.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2018,Urban population (percent),,,93.6,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
630,Puerto Rico,2018,Capital city population (thousands),San Juan,,"2,454",Refers to the Metropolitan Statistical Area.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2005,Urban population (percent),,,97.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2005,Urban population (percent growth rate per annum),,,7.8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2005,Rural population (percent growth rate per annum),,,0.6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2005,Capital city population (thousands),Doha,,373,Does not include the populations from the industrial area and zone 58.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2005,Capital city population (as a percentage of total population),Doha,,43.1,Does not include the populations from the industrial area and zone 58.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2005,Capital city population (as a percentage of total urban population),Doha,,44.3,Does not include the populations from the industrial area and zone 58.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2010,Urban population (percent),,,98.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2010,Urban population (percent growth rate per annum),,,14.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2010,Rural population (percent growth rate per annum),,,3.4,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
634,Qatar,2010,Capital city population (thousands),Doha,,524,Does not include the populations from the industrial area and zone 58.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
